Término|Ngram|N(d,e)|N(d,e')|N(d',e)|P(e,d)|P(d,e)|SpecialtyWeight|Idf|Idf-norm|SpecialtyWeight*Idf-norm|
('cirugia', 'plostica')|2|1|9|213|0.1|0.004672897196261682|0.10467289719626169|14.252916699663219|0.08759387963347909|0.009168705157896877|
('tratar', '.')|2|1|103|213|0.009615384615384616|0.004672897196261682|0.014288281811646299|10.874405076409488|-0.864668465283185|-0.01235462670560985|
francesa|1|1|13|213|0.07142857142857142|0.004672897196261682|0.07610146862483311|13.767489872492977|-0.049227815915820185|-0.0037463090883868497|
('militar', ';', 'nominar')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('histõrica', 'de')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('carlos', 'arvelo')|2|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('general', 'san', 'martin')|3|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('país', 'frío', '.')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('humano', 'de', 'bernardo')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('preventivo', 'en')|2|1|273|213|0.0036496350364963502|0.004672897196261682|0.008322532232758032|9.476812711590053|-1.2585918051942848|-0.010474670866614553|
jose|1|1|24|213|0.04|0.004672897196261682|0.044672897196261684|12.930988604775855|-0.2850028398167058|-0.012731902563774336|
raboty|1|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('control', 'de', 'lo')|3|1|1504|213|0.000664451827242525|0.004672897196261682|0.005337349023504207|7.019297022903515|-1.9512635829886633|-0.010414574779263863|
('estadístico', 'del', 'hospital')|3|1|4|213|0.2|0.004672897196261682|0.2046728971962617|15.252916699663219|0.3694524170919272|0.07561689658236642|
('venezuelo', ';')|2|1|10|213|0.09090909090909091|0.004672897196261682|0.0955819881053526|14.115413175913282|0.04883733753393901|0.004667969815266048|
('en', '1807', '.')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('salud', 'en')|2|1|1598|213|0.0006253908692933083|0.004672897196261682|0.00529828806555499|6.931890571070248|-1.9758998376668202|-0.010468886528642156|
('memoria', 'de', 'fidel')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('del', 'premiar', '``')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('consideraciones', 'sobrar', 'el')|3|1|269|213|0.003703703703703704|0.004672897196261682|0.008376600899965385|9.498029197499749|-1.2526117575057703|-0.010492628775230058|
('de', 'orar', 'de')|3|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('los', "'ordenanzas", "'")|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('apreciacion', ';', 'plan')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('del', 'hospital')|2|6|1410|208|0.00423728813559322|0.028037383177570093|0.03227467131316331|7.107239244467583|-1.9264763170377683|-0.06217638992498737|
('la', 'funcion')|2|1|10|213|0.09090909090909091|0.004672897196261682|0.0955819881053526|14.115413175913282|0.04883733753393901|0.004667969815266048|
('los', 'unidad', '.')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('militar', 'central', 'gómez')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('ojo', 'derecho', 'de')|3|1|8|213|0.1111111111111111|0.004672897196261682|0.11578400830737279|14.404919793108268|0.1304372492410606|0.015102547549717814|
('y', 'profiloxis', 'antigripal')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('herir', 'por', 'congeloción')|3|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('manir', 'femenino', "''")|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('cataluña', 'durante')|2|1|27|213|0.03571428571428571|0.004672897196261682|0.040387182910547395|12.767489872492977|-0.33108635337426834|-0.013371645112912707|
(':', 'revisión')|2|1|1679|213|0.0005952380952380953|0.004672897196261682|0.005268135291499778|6.860599276884457|-1.9959938975795473|-0.010515165893457006|
('bacteriologico', 'de')|2|1|15|213|0.0625|0.004672897196261682|0.06717289719626168|13.57484479455058|-0.10352647583323274|-0.006954173318237012|
esmarch|1|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('y', 'usar', 'de')|3|1|186|213|0.0053475935828877|0.004672897196261682|0.010020490779149382|10.027950334662943|-1.1032489608166345|-0.011055096038969224|
('colonia', '.')|2|1|18|213|0.05263157894736842|0.004672897196261682|0.0573044761436301|13.326917281106995|-0.1734069621681514|-0.0099369951267042|
('para', 'evitar')|2|1|5|213|0.16666666666666666|0.004672897196261682|0.17133956386292834|14.989882293829424|0.2953139241623621|0.05059895896862901|
('de', 'cariar')|2|1|170|213|0.005847953216374269|0.004672897196261682|0.010520850412635951|10.156992279664683|-1.0668773869276507|-0.011224457396489739|
('``', 'generalismo', "''")|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('lo', 'profesión', 'quirúgica')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('lo', 'coruña', ':')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('hernia', 'inguinal', '.')|3|1|11|213|0.08333333333333333|0.004672897196261682|0.08800623052959501|13.989882293829424|0.013455386703913925|0.0011841578641294964|
('lo', 'defensa')|2|2|15|212|0.11764705882352941|0.009345794392523364|0.12699285321605278|13.487381953300241|-0.12817862435001376|-0.016277769227516864|
('anexion', 'de')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('josé', 'maría', 'zavaleta')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('sobrar', 'uno')|2|1|378|213|0.002638522427440633|0.004672897196261682|0.007311419623702315|9.008790756379488|-1.390507788988378|-0.010166585935320544|
('unidos', 'de')|2|1|66|213|0.014925373134328358|0.004672897196261682|0.01959827033059004|11.508755604092809|-0.6858713533143694|-0.013441892194262645|
leyenda|1|1|17|213|0.05555555555555555|0.004672897196261682|0.060228452751817235|13.404919793108268|-0.15142128821738754|-0.009119869903020226|
1921|1|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('desorden', 'de', 'lo')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('de', 'su')|2|3|2311|211|0.0012964563526361278|0.014018691588785047|0.015315147941421175|6.39867164544309|-2.126192144189256|-0.03256294724014596|
('paraguay', '.')|2|1|60|213|0.01639344262295082|0.004672897196261682|0.021066339819212503|11.644107456987694|-0.647721278015126|-0.013645116550801261|
('porvenir', 'inmediato')|2|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('de', '1739', ')')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('sobrar', 'su')|2|1|375|213|0.0026595744680851063|0.004672897196261682|0.007332471664346788|9.020255942872943|-1.3872762282916444|-0.010172163634570368|
('de', 'sangrar')|2|3|1102|211|0.0027149321266968325|0.014018691588785047|0.016733623715481878|7.465014140271786|-1.825634408167047|-0.03054947922830382|
('1867', '.')|2|2|0|212|1.0|0.009345794392523364|1.0093457943925233|16.57484479455058|0.7420491365421111|0.7489841752013832|
('día', '3')|2|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
conmemorativo|1|1|43|213|0.022727272727272728|0.004672897196261682|0.02740016992353441|12.115413175913282|-0.5148797373829572|-0.0141077922944778|
('historia', 'sociológica')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('por', 'congeloción', 'en')|3|1|11|213|0.08333333333333333|0.004672897196261682|0.08800623052959501|13.989882293829424|0.013455386703913925|0.0011841578641294964|
guerra|1|12|117|202|0.09302325581395349|0.056074766355140186|0.14909802216909368|10.563617539127327|-0.952266586001848|-0.14198106455059067|
('auxillios', '.')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('defensa', 'nacional')|2|2|5|212|0.2857142857142857|0.009345794392523364|0.29506008010680906|14.767489872492977|0.23263072154262796|0.0686400393336726|
('querétaro', 'en')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('uno', 'historia')|2|1|36|213|0.02702702702702703|0.004672897196261682|0.03169992422328871|12.365391428921631|-0.4444212325936061|-0.01408811939643788|
demograficos|1|1|19|213|0.05|0.004672897196261682|0.054672897196261686|13.252916699663219|-0.19426465782496904|-0.010621011666131486|
('en', '1915')|2|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('josep', 'trueta')|2|1|4|213|0.2|0.004672897196261682|0.2046728971962617|15.252916699663219|0.3694524170919272|0.07561689658236642|
('coordinación', 'de', 'los')|3|1|4|213|0.2|0.004672897196261682|0.2046728971962617|15.252916699663219|0.3694524170919272|0.07561689658236642|
ayubale|1|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('y', 'su')|2|3|7228|211|0.00041488037615820773|0.014018691588785047|0.014433571964943255|4.754865333627917|-2.5895129871024465|-0.03737592205349834|
('fisica', 'y', 'rehabilitación')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('secretaría', 'de', 'lo')|3|2|6|212|0.25|0.009345794392523364|0.25934579439252337|14.57484479455058|0.1783320616252154|0.04624967018784792|
('el', 'último')|2|1|45|213|0.021739130434782608|0.004672897196261682|0.02641202763104429|12.051282838493567|-0.5329554204947952|-0.01407643329222336|
('88', 'aniversario')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('escudero', 'valverde')|2|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('panorama', 'histórico')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
xviii|1|1|125|213|0.007936507936507936|0.004672897196261682|0.012609405132769619|10.597564871050663|-0.9426982406753199|-0.01188686403462427|
científico|1|1|858|213|0.0011641443538998836|0.004672897196261682|0.005837041550161565|7.828330473412117|-1.723230597873347|-0.010058568600296483|
('hospitalizacion', 'castrense', 'en')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('nuestro', 'medio')|2|1|33|213|0.029411764705882353|0.004672897196261682|0.034084661902144035|12.487381953300241|-0.4100371618084619|-0.01397597802755615|
especialidad|1|1|592|213|0.0016863406408094434|0.004672897196261682|0.006359237837071125|8.362956500004577|-1.572541687930775|-0.010000166602261077|
('vacuno', 'tífico')|2|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('de', 'medicinar', ',')|3|1|11|213|0.08333333333333333|0.004672897196261682|0.08800623052959501|13.989882293829424|0.013455386703913925|0.0011841578641294964|
('el', 'iniciar')|2|1|111|213|0.008928571428571428|0.004672897196261682|0.01360146862483311|10.767489872492977|-0.8948034282911645|-0.012170640755295378|
('1952', ')')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('de', 'teruel')|2|1|23|213|0.041666666666666664|0.004672897196261682|0.04633956386292835|12.989882293829424|-0.2684031507545342|-0.012437684945400922|
('botiquín', 'de', 'campa')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('control', 'sanitario', 'parir')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('antes', ':')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('lo', 'creación', 'del')|3|1|4|213|0.2|0.004672897196261682|0.2046728971962617|15.252916699663219|0.3694524170919272|0.07561689658236642|
('mahón', 'en', '1807')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('ignorar', 'y')|2|1|5|213|0.16666666666666666|0.004672897196261682|0.17133956386292834|14.989882293829424|0.2953139241623621|0.05059895896862901|
('lo', 'trabajo', 'realizar')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('escafoides', 'carpiano')|2|1|19|213|0.05|0.004672897196261682|0.054672897196261686|13.252916699663219|-0.19426465782496904|-0.010621011666131486|
('epidémica', '.')|2|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
diftérico|1|1|38|213|0.02564102564102564|0.004672897196261682|0.030313922837287323|12.289442575688332|-0.46582806528759024|-0.014121076026570851|
('de', 'farmacia', 'de')|3|1|8|213|0.1111111111111111|0.004672897196261682|0.11578400830737279|14.404919793108268|0.1304372492410606|0.015102547549717814|
('y', 'lo', 'obstetricia')|3|1|15|213|0.0625|0.004672897196261682|0.06717289719626168|13.57484479455058|-0.10352647583323274|-0.006954173318237012|
('y', 'el', 'méxico')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('(', 'tecc')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('innovación', 'tecnológico', 'en')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('las', 'calamidades')|2|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('lo', 'conquista')|2|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('elogio', 'de')|2|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('de', 'ejército', '.')|3|2|0|212|1.0|0.009345794392523364|1.0093457943925233|16.57484479455058|0.7420491365421111|0.7489841752013832|
('comandante', 'carlos')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('anestesiar', 'en')|2|1|131|213|0.007575757575757576|0.004672897196261682|0.012248654772019259|10.530450675192126|-0.9616149497627069|-0.011778489543256039|
('haber', 'parir')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('con', 'el')|2|2|4165|212|0.00047996160307175426|0.009345794392523364|0.009825755995595119|5.550051409848031|-2.3653830026517233|-0.023241676220183954|
('cajal', ':')|2|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('extranjero', 'más', 'destacar')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('(', 'primer', 'congreso')|3|4|33|210|0.10810810810810811|0.018691588785046728|0.12679969689315485|12.365391428921631|-0.4444212325936061|-0.05635247758575152|
('venezuelo', ';', 'aspecto')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('regimental', '.')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('1857', ')', '.')|3|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
alejandro|1|1|62|213|0.015873015873015872|0.004672897196261682|0.020545913069277555|11.597564871050663|-0.6608397032168718|-0.013577555095021027|
('johannes', 'friedrich')|2|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
1795|1|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('médico', 'de', 'lo')|3|3|281|211|0.01056338028169014|0.014018691588785047|0.02458207187047519|9.425097675045897|-1.2731681297592308|-0.03129711046893989|
('1783-1848', ')', '.')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('ejercito', 'y', 'sus')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
bibliográfico|1|1|325|213|0.003067484662576687|0.004672897196261682|0.0077403818588383695|9.226116640319503|-1.3292526331891807|-0.010288922967750668|
mayar|1|1|106|213|0.009345794392523364|0.004672897196261682|0.014018691588785045|10.833377808149434|-0.8762323511108793|-0.012283631090339427|
('guerra', 'carlistas', '.')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('dr.', 'carlo')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('lo', 'medicamento', 'simple')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('herir', 'de', 'guerra')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('y', 'leyenda', '.')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('y', 'cirujano', 'acudir')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
división|1|1|16|213|0.058823529411764705|0.004672897196261682|0.06349642660802639|13.487381953300241|-0.12817862435001376|-0.008138884613758432|
('nuevo', 'españa')|2|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('(', 'pamplona', ',')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
necrológico|1|1|16|213|0.058823529411764705|0.004672897196261682|0.06349642660802639|13.487381953300241|-0.12817862435001376|-0.008138884613758432|
('buston', ':')|2|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('ramón', 'y')|2|2|19|212|0.09523809523809523|0.009345794392523364|0.1045838896306186|13.18252737177182|-0.21410449083712166|-0.022391880439129323|
('de', 'fidel', 'pagés')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('algunos', 'dato')|2|1|31|213|0.03125|0.004672897196261682|0.03592289719626168|12.57484479455058|-0.3853850132916809|-0.013844146213456995|
('vida', 'de')|2|1|473|213|0.002109704641350211|0.004672897196261682|0.006782601837611892|8.68610154565232|-1.4814604979775585|-0.010048156695932018|
('catastro', 'tuberculino', 'y')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('el', 'ejército', 'español')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('del', 'escafoides')|2|1|15|213|0.0625|0.004672897196261682|0.06717289719626168|13.57484479455058|-0.10352647583323274|-0.006954173318237012|
('doctor', 'pedro')|2|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('su', 'tiempo')|2|1|15|213|0.0625|0.004672897196261682|0.06717289719626168|13.57484479455058|-0.10352647583323274|-0.006954173318237012|
excmo|1|2|32|212|0.058823529411764705|0.009345794392523364|0.06816932380428807|12.487381953300241|-0.4100371618084619|-0.0279519560551123|
('sobre', 'personal', 'en')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('ano', 'fiscal', '1955-56')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('medicinar', 'en', 'lo')|3|2|13|212|0.13333333333333333|0.009345794392523364|0.1426791277258567|13.667954198942061|-0.07728279528782286|-0.011026641819882515|
navarro|1|1|19|213|0.05|0.004672897196261682|0.054672897196261686|13.252916699663219|-0.19426465782496904|-0.010621011666131486|
('domingo', 'russi', 'y')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
simple|1|1|600|213|0.0016638935108153079|0.004672897196261682|0.00633679070707699|8.343623613839394|-1.577990826950144|-0.009999397608070407|
comentario|1|1|1042|213|0.0009587727708533077|0.004672897196261682|0.005631669967114989|7.548321352030815|-1.802153559300906|-0.010149134076044295|
('de', 'lo', 'armada')|3|2|3|212|0.4|0.009345794392523364|0.4093457943925234|15.252916699663219|0.3694524170919272|0.15123379316473284|
('y', 'patobiograficos')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('alejar', 'de', 'lo')|3|1|76|213|0.012987012987012988|0.004672897196261682|0.01765991018327467|11.308058253855679|-0.7424396149239928|-0.013111416916062745|
('confluencia', 'entrar')|2|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('material', 'de', 'curación')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('1895-1898', ')')|2|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
instalación|1|1|28|213|0.034482758620689655|0.004672897196261682|0.03915565581695134|12.716863799423008|-0.3453557442870343|-0.013522630657710174|
matías|1|1|4|213|0.2|0.004672897196261682|0.2046728971962617|15.252916699663219|0.3694524170919272|0.07561689658236642|
dei|1|1|31|213|0.03125|0.004672897196261682|0.03592289719626168|12.57484479455058|-0.3853850132916809|-0.013844146213456995|
('de', 'lo', 'creación')|3|1|19|213|0.05|0.004672897196261682|0.054672897196261686|13.252916699663219|-0.19426465782496904|-0.010621011666131486|
('generalisimo', 'franco', "''")|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('profesión', 'quirúgica')|2|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('de', 'cataluña')|2|1|370|213|0.0026954177897574125|0.004672897196261682|0.0073683149860190944|9.039569417929776|-1.3818325604588853|-0.010181777563398341|
('e', 'innovación', 'tecnológico')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('lo', 'profiloxia', 'tratamiento')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('ilustrar', '(')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('el', 'mantenimiento', 'en')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
centrar|1|1|2307|213|0.0004332755632582322|0.004672897196261682|0.005106172759519914|6.402417285905098|-2.1251364034467892|-0.010851313613544116|
dominio|1|1|34|213|0.02857142857142857|0.004672897196261682|0.03324432576769025|12.445561777605613|-0.4218245353660051|-0.014023272270512052|
('peninsulor', 'pobre', 'del')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
presentar|1|1|747|213|0.001336898395721925|0.004672897196261682|0.006009795591983607|8.027950334662943|-1.6669660357335307|-0.010018125133537762|
independencia|1|1|75|213|0.013157894736842105|0.004672897196261682|0.017830791933103787|11.326917281106995|-0.7371240370850477|-0.013143505334152965|
